video_id,channel_title,video_publish_date,video_title,video_view_count,video_comment_count,video_like_count,video_dislike_count
3qLsPHz_Hr8,Real Engineering,2016-11-21 13:00:00+00:00,Why Build Higher?,1662048,3064,45874,
niVguabIhTs,Real Engineering,2016-10-25 13:24:38+00:00,Burj Khalifa - How To Build Higher,1963048,1199,46546,
BHZALtqAjeM,Real Engineering,2016-10-06 11:52:25+00:00,Material Properties 101,1315289,563,33383,
OwS9aTE2Go4,Real Engineering,2016-09-12 12:30:00+00:00,Transistors - The Invention That Changed The World,5581571,5123,155491,
yn9qhQSMCRk,Real Engineering,2016-08-24 12:52:44+00:00,Aluminium - The Material That Changed The World,1448614,992,37708,
YzRlga2-Hho,Real Engineering,2016-08-03 12:53:22+00:00,The Spitfire's Fatal Flaw,5941350,7782,97801,
txLmVpdWtNc,Real Engineering,2016-07-18 12:30:01+00:00,How Will SpaceX Get Us To Mars?,2064990,3193,67739,
im-JM0f_J7s,Real Engineering,2016-06-29 12:30:01+00:00,Can We Create Artificial Gravity?,3263679,5925,68490,
fsXpaPSVasQ,Real Engineering,2016-06-15 12:30:01+00:00,Steam Engine - How Does It Work,2261110,783,31802,
ya8umwgtsLw,Real Engineering,2016-05-24 13:00:02+00:00,Stealth - How Does it Work? (Northrop B-2 Spirit),4034284,3382,77293,
FNqXf6t7e-w,Real Engineering,2016-05-10 13:00:00+00:00,Winglets - How Do They Work? (Feat. Wendover Productions),1272286,485,19934,
RNPIRfxUTQ4,Real Engineering,2016-04-22 10:34:57+00:00,Why Do Wind Turbines Have Three Blades?,2679769,1597,43488,
DnmPcJ6OiBg,Real Engineering,2016-03-24 13:57:27+00:00,Hyperloop - The Future of Travel?,619794,1195,10255,
GXFpLnPpDtY,Real Engineering,2016-03-01 10:00:00+00:00,Why Are Airplane Wings Angled Backwards??,1457476,982,24954,
WCPapu78SNM,Real Engineering,2016-02-02 07:27:08+00:00,Wright Brothers Didn't Invent Flight,371475,1769,7534,
7rXGRPMD-GQ,Real Engineering,2016-01-10 05:33:44+00:00,Why are plane windows round?,1869287,427,15180,
hUhr-2eiKmE,Real Engineering,2015-10-05 10:47:05+00:00,What is Real Engineering?,128724,227,5232,
